Month,Avg_Return,Volatility
2002-01-01,-0.1016839318856183,1.0588605439046852
2002-02-01,-0.1036676351370181,1.189637415653329
2002-03-01,0.185412124804728,1.0120496904184855
2002-04-01,-0.2828271175128829,1.010374746700197
2002-05-01,-0.032216816635782804,1.397160959930918
2002-06-01,-0.36677450474908896,1.3453392819469652
2002-07-01,-0.3394578567929129,2.681256646598822
2002-08-01,0.043460754034410354,2.1160995762760852
2002-09-01,-0.5641524592754305,1.8820385731722242
2002-10-01,0.3853794212438651,2.2612403931586464
2002-11-01,0.2885776035425003,1.501234109785538
2002-12-01,-0.29003152957595574,1.1097565185731821
2003-01-01,-0.12007268746098357,1.6026346643033489
2003-02-01,-0.08352379493755549,1.1904396945332747
2003-03-01,0.05420246200626129,1.7507071908847698
2003-04-01,0.3783178353481943,1.1756391331807587
2003-05-01,0.2417080780871095,1.0260677287629119
2003-06-01,0.05835551044115166,0.9975879350369565
2003-07-01,0.07779128988152208,0.9840087954442215
2003-08-01,0.08666700791962638,0.6893041760666472
2003-09-01,-0.05276475631861288,0.9652055004797994
2003-10-01,0.23567060440631088,0.7627314038760027
2003-11-01,0.039795903256444276,0.7133602121639716
2003-12-01,0.22710847835811887,0.6095698022912877
2004-01-01,0.08808966793349193,0.7120296831823865
2004-02-01,0.06547020411122113,0.57860255723714
2004-03-01,-0.06740203985624968,0.9465093395207326
2004-04-01,-0.07769494470317613,0.7804671921983484
2004-05-01,0.06249813913412948,0.7144389330248103
2004-06-01,0.08673129188641313,0.6144001017001601
2004-07-01,-0.16429689153477592,0.6000785950122295
2004-08-01,0.013668902707855458,0.8287814789727949
2004-09-01,0.04606455675866473,0.5921279996874913
2004-10-01,0.06919371810558471,0.7812512042592438
2004-11-01,0.18235903289815422,0.6273731060767562
2004-12-01,0.1468428277891494,0.5693249610312363
2005-01-01,-0.1260208367482707,0.6446716061486798
2005-02-01,0.1007601164849267,0.672950548077208
2005-03-01,-0.08578500204095615,0.633850737035659
2005-04-01,-0.09238461047336219,0.9502556423008995
2005-05-01,0.1425767777506692,0.639032269549391
2005-06-01,0.0005828688367863463,0.5077982667503504
2005-07-01,0.17830431996745885,0.5555092583304493
2005-08-01,-0.04755175636004395,0.5605815511279835
2005-09-01,0.03454441782881636,0.5733220939343878
2005-10-01,-0.08091407825387395,0.9497987018085762
2005-11-01,0.16595485760828796,0.4909498560848688
2005-12-01,-0.003507407596832953,0.46528025331287165
2006-01-01,0.12817830988738343,0.7043047562162047
2006-02-01,0.004091391341675062,0.6002330166417471
2006-03-01,0.04915637366804142,0.4945698804021955
2006-04-01,0.0651406168586096,0.5691244914228953
2006-05-01,-0.13966489048241806,0.7892525976878284
2006-06-01,0.005149483820309827,1.000071404697432
2006-07-01,0.02897569461337123,0.8729908528638766
2006-08-01,0.0925317144833503,0.44964048812672325
2006-09-01,0.12264027071649916,0.506882956597084
2006-10-01,0.14202790498502793,0.4396015977121271
2006-11-01,0.07918137602587987,0.5373831523376859
2006-12-01,0.06357574835202329,0.4288584718416322
2007-01-01,0.07093237668549413,0.48145697571452123
2007-02-01,-0.11229390601088457,0.8984229150390028
2007-03-01,0.048748054416671155,0.8680393879083331
2007-04-01,0.2133447761992818,0.5075492022108973
2007-05-01,0.14717847356328637,0.5558855648461271
2007-06-01,-0.08208912767958858,0.8538984250053364
2007-07-01,-0.1489714104627462,1.0907917171358064
2007-08-01,0.06676416799242511,1.5260924077163227
2007-09-01,0.18997437903921383,0.9999741968726478
2007-10-01,0.06764441142647022,0.8718717246223971
2007-11-01,-0.20104244855077374,1.6661268355021095
2007-12-01,-0.03743896861000518,1.1108609909198903
2008-01-01,-0.28896129615107435,1.525821904731787
2008-02-01,-0.16874882398702437,1.2914068587237175
2008-03-01,-0.014206671700318108,1.8263087011262658
2008-04-01,0.21765968573358843,1.1545991464358216
2008-05-01,0.05447451084536773,0.9039969434801388
2008-06-01,-0.419767726995384,1.2359621705107584
2008-07-01,-0.034885967030727855,1.4578459954450866
2008-08-01,0.06587697015092377,1.311246703819407
2008-09-01,-0.39536026816433484,3.426061324641827
2008-10-01,-0.6820802318675492,5.090922874498956
2008-11-01,-0.31380106700697674,4.4764680206837895
2008-12-01,0.08185256443879368,3.0918737209682523
2009-01-01,-0.41758166871490976,2.4732623339579756
2009-02-01,-0.5863703247801325,2.274000057798871
2009-03-01,0.4180940486071604,3.084507931480923
2009-04-01,0.44545021404119656,1.8886958947787806
2009-05-01,0.2744495026020993,1.8108584672605457
2009-06-01,0.00880997255449506,1.285885880556152
2009-07-01,0.33363391874645554,1.2958107076304337
2009-08-01,0.16237411209945254,1.0301358720795712
2009-09-01,0.1716945817478113,0.9619574341362952
2009-10-01,-0.08182603447379604,1.3598393710223606
2009-11-01,0.28387311762167133,0.9841242204588753
2009-12-01,0.08218815100929265,0.6613759159211052
2010-01-01,-0.19301897919369607,1.0330412834291278
2010-02-01,0.1542500184507511,1.1372576692159655
2010-03-01,0.24977327707865082,0.47190027117174077
2010-04-01,0.07406519778457062,0.9440133341455089
2010-05-01,-0.4073845442600038,2.022849591235426
2010-06-01,-0.2390055206757603,1.6133499618237013
2010-07-01,0.32467912485853695,1.2504812748691287
2010-08-01,-0.2147886812519151,1.113362756305813
2010-09-01,0.4051597552294731,0.9981152795430978
2010-10-01,0.17490898290212908,0.7126784063155664
2010-11-01,-0.006787508782215991,0.9321631965376383
2010-12-01,0.28940140869919084,0.5554393147183705
2011-01-01,0.11412851320093453,0.6637934763305516
2011-02-01,0.16836908684190247,0.7496931504412577
2011-03-01,0.0005574456841123627,1.0328899583720963
2011-04-01,0.14207256547812294,0.5601512698164849
2011-05-01,-0.06249972589273479,0.6804421998089879
2011-06-01,-0.07851754309716236,1.0422460020728497
2011-07-01,-0.10395609997874203,0.9757935757774407
2011-08-01,-0.2119052908410248,2.9479530569415915
2011-09-01,-0.3380150813623274,1.827008132837322
2011-10-01,0.5046870133307048,1.8528300219765026
2011-11-01,-0.005901499834215549,1.9595099906083573
2011-12-01,0.047016238604219704,1.1746181283548176
2012-01-01,0.21491072162422187,0.5409454044202052
2012-02-01,0.20048771520182584,0.534744502008233
2012-03-01,0.1428503332745786,0.7271515637626431
2012-04-01,-0.0335586526003856,0.9248884728171433
2012-05-01,-0.2906753698928919,0.7898804590522496
2012-06-01,0.19290945578766722,1.2959692855139977
2012-07-01,0.06329106887479236,0.8787564442308363
2012-08-01,0.0866638199895983,0.5684952877633302
2012-09-01,0.12876542045299083,0.7502356370082465
2012-10-01,-0.0929656764465283,0.6735668108090279
2012-11-01,0.018077366116061224,0.9751831480236319
2012-12-01,0.03779730107702327,0.7372941696320434
2013-01-01,0.23640710882898433,0.6282667127875351
2013-02-01,0.0611722978905076,0.8285308342794261
2013-03-01,0.17798497149526082,0.47081269123939845
2013-04-01,0.08531212378022145,0.8908885347625384
2013-05-01,0.09571816976153028,0.6884771766955086
2013-06-01,-0.06991846208415196,1.0852850116254547
2013-07-01,0.22057885022895798,0.43371288730943114
2013-08-01,-0.14236973629639077,0.656771534532299
2013-09-01,0.14812805198072873,0.5517135671835283
2013-10-01,0.19280615426411107,0.7841807898546548
2013-11-01,0.13992499563754812,0.5644006721803314
